assists,value_form,team,goals_scored,team_name,red_cards,event_total,form,total_points,second_name,event_points,ea_index,type_name,cost_change_start_fall,first_name,transfers_in,minutes,transfers_out,cost_change_start,transfers_out_event,selected_by_percent,selected_by,bps,ep_next,value_season,dreamteam_count,web_name,now_cost,penalties_saved,cost_change_event_fall,ep_this,team_id,event_explain,goals_conceded,id,cost_change_event,clean_sheets,transfers_in_event,yellow_cards,penalties_missed,code,element_type,team_code,saves,own_goals,bonus,status,points_per_game
1,0.5,4,1,Chelsea,0,5,5.3,16,Hazard,5,88,Midfielder,0,Eden,44411,255,139120,0,49933,17.0,17.0,74,4.0,1.6,0,Hazard,100,0,0,5.3,4,"[['Assists', 1, 3], ['Minutes played', 82, 2]]",4,89,0,1,7127,0,0,42786,3,8,0,0,1,d,5.3
0,0.2,4,0,Chelsea,0,0,1.7,5,Oscar,0,19,Midfielder,1,Emboaba,6317,150,75232,-1,27554,3.8,3.8,30,1.7,0.6,0,Oscar,84,0,0,1.7,4,"[['Minutes played', 0, 0]]",1,90,0,1,187,0,0,61262,3,8,0,0,0,a,2.5
0,0.5,4,1,Chelsea,0,0,3.7,11,Schürrle,0,30,Midfielder,-1,Andre,118347,140,105748,1,32893,7.6,7.6,29,3.7,1.4,0,Schürrle,76,0,0,3.7,4,"[['Minutes played', 0, 0]]",1,91,0,1,4362,0,0,66842,3,8,0,0,1,a,5.5
0,0.0,4,0,Chelsea,0,0,0.0,0,van Ginkel,0,0,Midfielder,1,Marco,147,0,989,-1,282,0.0,0.0,0,0.0,0.0,0,van Ginkel,59,0,0,0.0,4,"[['Minutes played', 0, 0]]",0,92,0,0,11,0,0,82660,3,8,0,0,0,u,0.0
0,0.0,4,0,Chelsea,0,0,0.0,0,Brown,0,0,Midfielder,1,Isaiah,173,0,315,-1,88,0.0,0.0,0,0.0,0.0,0,Brown,44,0,1,0.0,4,"[['Minutes played', 0, 0]]",0,93,-1,0,31,0,0,81132,3,8,0,0,0,a,0.0
0,0.2,4,0,Chelsea,0,2,1.3,4,Borges Da Silva,2,33,Midfielder,2,Willian,1462,108,6345,-2,976,0.4,0.4,30,1.3,0.5,0,Willian,78,0,0,1.3,4,"[['Minutes played', 74, 2]]",2,94,0,0,234,0,0,47431,3,8,0,0,0,a,1.3
1,1.0,4,1,Chelsea,0,12,5.7,17,Matic,12,75,Midfielder,0,Nemanja,50819,270,28380,0,5862,3.9,3.9,75,5.7,3.1,1,Matic,55,0,0,5.7,4,"[['Bonus', 2, 2], ['Assists', 1, 3], ['Minutes played', 90, 2], ['Goals scored', 1, 5]]",4,95,0,1,35716,0,0,62398,3,8,0,0,2,a,5.7
0,0.0,4,0,Chelsea,0,0,0.0,0,Salah,0,0,Midfielder,3,Mohamed,643,0,6894,-3,1240,0.3,0.3,0,0.0,0.0,0,Salah,62,0,1,0.0,4,"[['Minutes played', 0, 0]]",0,96,-1,0,55,0,0,118748,3,8,0,0,0,a,0.0
0,0.0,4,0,Chelsea,0,0,0.0,0,Baker,0,0,Midfielder,1,Lewis,62,0,180,-1,35,0.0,0.0,0,0.0,0.0,0,Baker,49,0,0,0.0,4,"[['Minutes played', 0, 0]]",0,97,0,0,2,0,0,126186,3,8,0,0,0,a,0.0
0,0.0,4,0,Chelsea,0,0,0.0,0,Swift,0,0,Midfielder,0,John,1,0,29,0,6,0.0,0.0,0,0.0,0.0,0,Swift,45,0,0,0.0,4,"[['Minutes played', 0, 0]]",0,98,0,0,0,0,0,126189,3,8,0,0,0,u,0.0
0,0.2,16,0,Stoke,0,3,1.0,3,Moses,3,12,Midfielder,0,Victor,2447,79,1555,0,382,0.1,0.1,7,1.0,0.5,0,Moses,55,0,0,1.0,16,"[['Clean sheets', 1, 1], ['Minutes played', 79, 2]]",0,99,0,1,927,0,0,49013,3,110,0,0,0,a,3.0
4,0.8,4,0,Chelsea,0,4,7.0,21,Fábregas,4,87,Midfielder,-3,Francesc,506660,268,33656,3,12149,39.6,39.6,91,7.0,2.3,1,Fábregas,93,0,-1,7.0,4,"[['Yellow cards', 1, -1], ['Assists', 1, 3], ['Minutes played', 88, 2]]",4,100,1,1,110175,1,0,17878,3,8,0,0,3,a,7.0
0,0.0,4,0,Chelsea,0,0,0.0,0,Torres,0,0,Forward,2,Fernando,1444,0,17997,-2,4295,0.5,0.5,0,0.0,0.0,0,Torres,73,0,0,0.0,4,"[['Minutes played', 0, 0]]",0,101,0,0,41,0,0,14402,4,8,0,0,0,u,0.0
0,0.0,4,0,Chelsea,0,0,0.0,0,Ba,0,0,Forward,0,Demba,17,0,85,0,19,0.0,0.0,0,0.0,0.0,0,Ba,70,0,0,0.0,4,"[['Minutes played', 0, 0]]",0,102,0,0,4,0,0,47412,4,8,0,0,0,u,0.0
1,0.3,6,0,Everton,0,2,3.0,9,Lukaku,2,22,Forward,0,Romelu,33674,253,132532,0,44157,9.4,9.4,24,1.5,1.0,0,Lukaku,90,0,0,2.3,6,"[['Minutes played', 88, 2]]",7,103,0,1,5225,0,0,66749,4,11,0,0,0,d,3.0
0,0.3,5,0,Crystal Palace,0,1,1.7,5,Speroni,1,20,Goalkeeper,0,Julian,2430,270,19932,0,4737,2.4,2.4,38,1.7,1.0,0,Speroni,50,0,0,1.7,5,"[['Minutes played', 90, 2], ['Goals conceded', 3, -1]]",8,104,0,0,509,0,0,11554,1,31,10,0,0,a,1.7
0,0.0,5,0,Crystal Palace,0,0,0.0,0,Hennessey,0,0,Goalkeeper,0,Wayne,151,0,1109,0,283,0.2,0.2,0,0.0,0.0,0,Hennessey,45,0,0,0.0,5,"[['Minutes played', 0, 0]]",0,105,0,0,40,0,0,20066,1,31,0,0,0,a,0.0
0,0.2,5,0,Crystal Palace,0,1,1.0,3,Ward,1,26,Defender,1,Joel,2981,270,53742,-1,11425,4.4,4.4,38,1.0,0.6,0,Ward,49,0,1,1.0,5,"[['Minutes played', 90, 2], ['Goals conceded', 3, -1]]",8,106,-1,0,254,0,0,55494,2,31,0,0,0,a,1.0
0,0.2,5,0,Crystal Palace,0,1,1.0,3,Delaney,1,8,Defender,1,Damien,209,196,8524,-1,1635,0.9,0.9,20,1.0,0.6,0,Delaney,49,0,1,1.0,5,"[['Minutes played', 90, 2], ['Goals conceded', 3, -1]]",7,107,-1,0,66,0,0,7906,2,31,0,0,0,a,1.0
0,0.0,5,0,Crystal Palace,0,0,0.0,0,McCarthy,0,0,Defender,0,Patrick,1410,0,3772,0,983,0.6,0.6,0,0.0,0.0,0,McCarthy,40,0,0,0.0,5,"[['Minutes played', 0, 0]]",0,108,0,0,311,0,0,15274,2,31,0,0,0,a,0.0
0,0.0,5,0,Crystal Palace,0,0,0.0,0,Hunt,0,0,Defender,0,Jack,134,0,239,0,61,0.0,0.0,0,0.0,0.0,0,Hunt,40,0,0,0.0,5,"[['Minutes played', 0, 0]]",0,109,0,0,43,0,0,73716,2,31,0,0,0,n,0.0
0,0.0,5,0,Crystal Palace,0,0,0.0,0,Mariappa,0,6,Defender,0,Adrian,231,90,3093,0,534,0.2,0.2,3,0.0,0.0,0,Mariappa,45,0,0,0.0,5,"[['Yellow cards', 1, -1], ['Minutes played', 90, 2], ['Goals conceded', 3, -1]]",3,110,0,0,54,1,0,20145,2,31,0,0,0,a,0.0
0,0.0,5,0,Crystal Palace,0,0,0.0,0,Inniss,0,0,Defender,0,Ryan,339,0,1003,0,243,0.1,0.1,0,0.0,0.0,0,Inniss,40,0,0,0.0,5,"[['Minutes played', 0, 0]]",0,111,0,0,70,0,0,114536,2,31,0,0,0,a,0.0
1,0.4,5,0,Crystal Palace,0,4,2.0,6,Dann,4,17,Defender,1,Scott,306,164,2404,-1,214,0.2,0.2,29,2.0,1.2,0,Dann,49,0,0,1.0,5,"[['Assists', 1, 3], ['Minutes played', 90, 2], ['Goals conceded', 3, -1]]",4,112,0,0,235,0,0,19188,2,31,0,0,0,a,3.0
0,0.1,5,0,Crystal Palace,0,0,0.7,2,Bannan,0,15,Midfielder,1,Barry,153,70,369,-1,83,0.0,0.0,11,0.7,0.4,0,Bannan,49,0,1,0.7,5,"[['Minutes played', 0, 0]]",3,113,-1,0,16,0,0,59013,3,31,0,0,0,a,2.0
1,0.5,5,0,Crystal Palace,0,5,3.0,9,Bolasie,5,16,Midfielder,0,Yannick,1882,262,3089,0,714,0.3,0.3,19,3.0,1.6,0,Bolasie,55,0,0,3.0,5,"[['Assists', 1, 3], ['Minutes played', 82, 2]]",6,114,0,0,318,0,0,55452,3,31,0,0,0,a,3.0
0,0.0,5,0,Crystal Palace,0,0,0.0,0,Garvan,0,0,Midfielder,0,Owen,160,0,320,0,74,0.0,0.0,0,0.0,0.0,0,Garvan,45,0,0,0.0,5,"[['Minutes played', 0, 0]]",0,115,0,0,13,0,0,19527,3,31,0,0,0,a,0.0
1,0.5,5,0,Crystal Palace,0,2,2.7,8,Jedinak,2,29,Midfielder,0,Mile,3343,270,8621,0,2630,1.1,1.1,53,2.7,1.6,0,Jedinak,50,0,0,2.7,5,"[['Minutes played', 90, 2]]",8,116,0,0,460,1,0,59115,3,31,0,0,0,a,2.7
0,0.1,5,0,Crystal Palace,0,0,0.3,1,Williams,0,-1,Midfielder,0,Jonathan,94,20,197,0,36,0.0,0.0,9,0.3,0.2,0,Williams,50,0,0,0.3,5,"[['Minutes played', 0, 0]]",0,117,0,0,5,0,0,103100,3,31,0,0,0,a,1.0
0,0.0,5,0,Crystal Palace,0,0,0.0,0,Thomas,0,0,Midfielder,0,Jerome,168,0,497,0,123,0.1,0.1,0,0.0,0.0,0,Thomas,45,0,0,0.0,5,"[['Minutes played', 0, 0]]",0,118,0,0,16,0,0,12765,3,31,0,0,0,a,0.0
1,0.7,5,1,Crystal Palace,1,10,4.0,12,Puncheon,10,41,Midfielder,1,Jason,10104,178,80071,-1,4497,3.6,3.6,35,4.0,2.0,0,Puncheon,59,0,0,4.0,5,"[['Bonus', 3, 3], ['Minutes played', 90, 2], ['Goals scored', 1, 5]]",5,119,0,0,9070,0,0,19197,3,31,0,0,3,a,6.0
0,0.0,5,0,Crystal Palace,0,0,0.0,0,Campaña,0,0,Midfielder,0,José,2,0,11,0,2,0.0,0.0,0,0.0,0.0,0,Campaña,45,0,0,0.0,5,"[['Minutes played', 0, 0]]",0,120,0,0,1,0,0,88952,3,31,0,0,0,u,0.0
0,0.2,5,0,Crystal Palace,0,0,1.0,3,O'Keefe,0,4,Midfielder,0,Stuart,528,83,637,0,255,0.1,0.1,16,0.0,0.7,0,O'Keefe,45,0,0,0.5,5,"[['Minutes played', 0, 0]]",4,121,0,0,14,0,0,53582,3,31,0,0,0,n,1.5
0,0.0,5,0,Crystal Palace,0,0,0.0,0,Kébé,0,0,Midfielder,0,Jimmy,294,0,1167,0,297,0.1,0.1,0,0.0,0.0,0,Kébé,45,0,0,0.0,5,"[['Minutes played', 0, 0]]",0,122,0,0,30,0,0,28145,3,31,0,0,0,a,0.0
0,0.0,5,0,Crystal Palace,0,0,0.0,0,Guédioura,0,0,Midfielder,0,Adlène,136,0,318,0,78,0.0,0.0,0,0.0,0.0,0,Guédioura,45,0,0,0.0,5,"[['Minutes played', 0, 0]]",0,123,0,0,15,0,0,44302,3,31,0,0,0,a,0.0
0,0.0,5,0,Crystal Palace,0,0,0.0,0,Boateng,0,0,Midfielder,1,Hiram,579,0,2777,-1,711,0.3,0.3,0,0.0,0.0,0,Boateng,44,0,1,0.0,5,"[['Minutes played', 0, 0]]",0,124,-1,0,108,0,0,130103,3,31,0,0,0,a,0.0
0,0.1,5,0,Crystal Palace,0,0,0.7,2,Ledley,0,5,Midfielder,0,Joseph,219,90,1265,0,357,0.1,0.1,10,0.0,0.4,0,Ledley,55,0,0,0.0,5,"[['Minutes played', 0, 0]]",2,125,0,0,0,0,0,18805,3,31,0,0,0,i,2.0
0,0.1,5,0,Crystal Palace,0,0,0.3,1,Murray,0,8,Forward,2,Glenn,210,16,1328,-2,336,0.1,0.1,0,0.0,0.2,0,Murray,53,0,0,0.3,5,"[['Yellow cards', 1, -1], ['Minutes played', 8, 1]]",1,126,0,0,31,1,0,20529,4,31,0,0,0,n,0.5
0,0.5,5,1,Crystal Palace,0,6,2.7,8,Gayle,6,26,Forward,1,Dwight,5310,96,8010,-1,2150,0.6,0.6,30,2.0,1.5,0,Gayle,54,0,0,2.7,5,"[['Minutes played', 69, 2], ['Goals scored', 1, 4]]",2,127,0,0,3557,0,0,104547,4,31,0,0,0,d,2.7
0,0.0,5,0,Crystal Palace,0,0,0.0,0,Dobbie,0,0,Forward,0,Stephen,14,0,363,0,76,0.0,0.0,0,0.0,0.0,0,Dobbie,45,0,0,0.0,5,"[['Minutes played', 0, 0]]",0,128,0,0,1,0,0,17955,4,31,0,0,0,u,0.0
1,0.7,5,1,Crystal Palace,0,3,4.0,12,Chamakh,3,44,Forward,0,Marouane,14394,231,13402,0,7835,1.0,1.0,40,0.0,2.2,0,Chamakh,55,0,0,4.0,5,"[['Yellow cards', 1, -1], ['Assists', 1, 3], ['Minutes played', 51, 1]]",6,129,0,0,2176,2,0,15675,4,31,0,0,2,i,4.0
0,0.1,6,0,Everton,0,-1,0.3,1,Howard,-1,16,Goalkeeper,0,Tim,8731,270,164453,0,47492,19.8,19.8,27,0.3,0.2,0,Howard,55,0,0,0.3,6,"[['Yellow cards', 1, -1], ['Saves', 3, 1], ['Minutes played', 90, 2], ['Goals conceded', 6, -3]]",10,130,0,0,1957,1,0,15337,1,11,5,0,0,a,0.3
0,0.0,6,0,Everton,0,0,0.0,0,Robles,0,0,Goalkeeper,0,Joel,76,0,533,0,132,0.1,0.1,0,0.0,0.0,0,Robles,50,0,0,0.0,6,"[['Minutes played', 0, 0]]",0,131,0,0,19,0,0,78315,1,11,0,0,0,a,0.0
0,0.1,6,0,Everton,0,-1,0.3,1,Jagielka,-1,25,Defender,0,Phil,8422,270,82544,0,21742,9.2,9.2,49,0.3,0.2,0,Jagielka,55,0,0,0.3,6,"[['Minutes played', 90, 2], ['Goals conceded', 6, -3]]",10,132,0,0,1641,0,0,7645,2,11,0,0,0,a,0.3
0,0.0,6,0,Everton,0,0,0.0,0,Hibbert,0,0,Defender,1,Tony,202,0,1051,-1,209,0.1,0.1,0,0.0,0.0,0,Hibbert,44,0,0,0.0,6,"[['Minutes played', 0, 0]]",0,133,0,0,29,0,0,9007,2,11,0,0,0,a,0.0
1,0.1,6,0,Everton,0,2,1.0,3,Baines,2,35,Defender,1,Leighton,11775,270,139788,-1,28185,15.4,15.4,49,1.0,0.4,0,Baines,69,0,1,1.0,6,"[['Assists', 1, 3], ['Minutes played', 90, 2], ['Goals conceded', 6, -3]]",10,134,-1,0,3561,1,0,12745,2,11,0,0,0,a,1.0
1,0.2,6,0,Everton,0,-1,1.3,4,Distin,-1,41,Defender,0,Sylvain,5410,270,29294,0,7617,3.5,3.5,60,1.3,0.7,0,Distin,55,0,0,1.3,6,"[['Minutes played', 90, 2], ['Goals conceded', 6, -3]]",10,135,0,0,1305,0,0,6219,2,11,0,0,0,a,1.3
0,0.0,6,0,Everton,0,0,0.0,0,Duffy,0,0,Defender,0,Shane,770,0,2561,0,1019,0.3,0.3,0,0.0,0.0,0,Duffy,40,0,0,0.0,6,"[['Minutes played', 0, 0]]",0,136,0,0,79,0,0,61933,2,11,0,0,0,u,0.0
1,0.4,6,1,Everton,0,0,2.7,8,Coleman,0,42,Defender,0,Seamus,31653,186,31362,0,9343,6.8,6.8,48,2.7,1.1,0,Coleman,70,0,0,2.7,6,"[['Minutes played', 90, 2], ['Assists', 1, 3], ['Own goals', 1, -2], ['Goals conceded', 6, -3]]",9,137,0,0,9284,0,0,59949,2,11,0,1,0,a,2.7
0,0.0,6,0,Everton,0,0,0.0,0,Alcaraz,0,0,Defender,1,Antolin,214,0,1255,-1,239,0.1,0.1,0,0.0,0.0,0,Alcaraz,44,0,0,0.0,6,"[['Minutes played', 0, 0]]",0,138,0,0,38,0,0,43035,2,11,0,0,0,a,0.0
0,0.1,6,0,Everton,0,0,0.3,1,Stones,0,8,Defender,1,John,1134,90,18986,-1,4315,1.5,1.5,18,0.3,0.2,0,Stones,54,0,0,0.3,6,"[['Minutes played', 0, 0]]",2,139,0,0,194,0,0,97299,2,11,0,0,0,a,1.0
0,0.0,6,0,Everton,0,0,0.0,0,Garbutt,0,0,Defender,0,Luke,456,0,1140,0,282,0.2,0.2,0,0.0,0.0,0,Garbutt,40,0,0,0.0,6,"[['Minutes played', 0, 0]]",0,140,0,0,92,0,0,80183,2,11,0,0,0,a,0.0
0,0.0,6,0,Everton,0,0,0.0,0,Browning,0,0,Defender,0,Tyias,579,0,1323,0,347,0.2,0.2,0,0.0,0.0,0,Browning,40,0,0,0.0,6,"[['Minutes played', 0, 0]]",0,141,0,0,116,0,0,149468,2,11,0,0,0,a,0.0
0,0.0,6,0,Everton,0,0,0.0,0,Oviedo,0,0,Defender,0,Bryan,33,0,177,0,41,0.0,0.0,0,0.0,0.0,0,Oviedo,50,0,0,0.0,6,"[['Minutes played', 0, 0]]",0,142,0,0,9,0,0,77762,2,11,0,0,0,i,0.0
0,0.1,6,0,Everton,0,0,0.7,2,Osman,0,8,Midfielder,2,Leon,924,81,20237,-2,3910,1.0,1.0,15,0.7,0.4,0,Osman,53,0,1,0.7,6,"[['Minutes played', 0, 0]]",2,143,-1,0,157,0,0,8378,3,11,0,0,0,a,2.0
0,0.0,6,0,Everton,0,0,0.0,0,Gibson,0,0,Midfielder,1,Darron,1620,0,4331,-1,1051,0.4,0.4,0,0.0,0.0,0,Gibson,44,0,1,0.0,6,"[['Minutes played', 0, 0]]",0,144,-1,0,796,0,0,27707,3,11,0,0,0,a,0.0
0,0.0,6,0,Everton,0,0,0.0,0,Barkley,0,0,Midfielder,2,Ross,419,0,313385,-2,19867,4.3,4.3,0,0.0,0.0,0,Barkley,68,0,0,0.0,6,"[['Minutes played', 0, 0]]",0,145,0,0,80,0,0,88894,3,11,0,0,0,i,0.0
1,0.4,6,0,Everton,0,0,2.3,7,Pienaar,0,13,Midfielder,0,Steven,15432,89,23083,0,5119,0.7,0.7,27,0.0,1.2,0,Pienaar,60,0,0,0.0,6,"[['Minutes played', 0, 0]]",1,146,0,0,53,0,0,7525,3,11,0,0,1,i,3.5
0,0.5,6,1,Everton,0,7,3.3,10,Mirallas,7,40,Midfielder,1,Kevin,23907,184,43607,-1,6399,4.1,4.1,28,3.3,1.4,0,Mirallas,74,0,0,3.3,6,"[['Minutes played', 90, 2], ['Goals scored', 1, 5]]",8,147,0,0,14870,0,0,26901,3,11,0,0,0,a,3.3
0,0.4,6,0,Everton,0,2,2.0,6,McCarthy,2,22,Midfielder,0,James,4399,270,18838,0,4968,2.0,2.0,44,2.0,1.2,0,McCarthy,50,0,0,2.0,6,"[['Minutes played', 90, 2]]",10,148,0,0,678,0,0,50472,3,11,0,0,0,a,2.0
1,0.8,6,1,Everton,0,5,4.3,13,McGeady,5,28,Midfielder,0,Aiden,45485,168,18392,0,4892,1.9,1.9,49,4.3,2.4,0,McGeady,55,0,0,4.3,6,"[['Assists', 1, 3], ['Minutes played', 69, 2]]",6,149,0,0,7118,0,0,18267,3,11,0,0,0,a,4.3
0,0.0,6,0,Everton,0,0,0.0,0,Ledson,0,0,Midfielder,0,Ryan,180,0,368,0,112,0.0,0.0,0,0.0,0.0,0,Ledson,45,0,0,0.0,6,"[['Minutes played', 0, 0]]",0,150,0,0,24,0,0,153675,3,11,0,0,0,a,0.0
1,0.5,6,0,Everton,0,2,2.7,8,Barry,2,35,Midfielder,0,Gareth,14204,270,29804,0,7722,3.5,3.5,54,2.7,1.6,0,Barry,50,0,0,2.7,6,"[['Minutes played', 90, 2]]",10,151,0,0,2727,1,0,1632,3,11,0,0,0,a,2.7
0,1.5,6,3,Everton,0,6,8.0,24,Naismith,6,75,Forward,-4,Steven,671096,270,49226,4,15634,27.1,27.1,102,8.0,4.4,0,Naismith,54,0,-2,8.0,6,"[['Minutes played', 90, 2], ['Goals scored', 1, 4]]",10,152,2,0,248622,0,0,18981,4,11,0,0,6,a,8.0
0,0.0,6,0,Everton,0,0,0.0,0,Koné,0,0,Forward,1,Arouna,59,0,1387,-1,203,0.1,0.1,0,0.0,0.0,0,Koné,54,0,0,0.0,6,"[['Minutes played', 0, 0]]",0,153,0,0,18,0,0,26921,4,11,0,0,0,i,0.0
0,0.0,6,0,Everton,0,0,0.0,0,McAleny,0,0,Forward,0,Conor,819,0,1424,0,393,0.1,0.1,0,0.0,0.0,0,McAleny,45,0,0,0.0,6,"[['Minutes played', 0, 0]]",0,154,0,0,119,0,0,80181,4,11,0,0,0,a,0.0
0,1.1,7,0,Hull,0,1,5.7,17,McGregor,1,31,Goalkeeper,0,Allan,99177,270,16856,0,5131,5.1,5.1,64,5.7,3.4,1,McGregor,50,1,0,5.7,7,"[['Minutes played', 90, 2], ['Goals conceded', 2, -1]]",3,155,0,1,29165,0,0,12390,1,88,9,0,2,a,5.7
0,0.0,7,0,Hull,0,0,0.0,0,Harper,0,0,Goalkeeper,0,Steve,406,0,919,0,201,0.2,0.2,0,0.0,0.0,0,Harper,45,0,0,0.0,7,"[['Minutes played', 0, 0]]",0,156,0,0,129,0,0,1881,1,88,0,0,0,a,0.0
0,0.1,7,0,Hull,0,1,0.7,2,Rosenior,1,5,Defender,0,Liam,310,80,14636,0,2412,0.8,0.8,16,0.7,0.4,0,Rosenior,45,0,0,0.7,7,"[['Minutes played', 45, 1]]",1,157,0,0,50,0,0,15137,2,88,0,0,0,a,1.0
0,0.9,7,1,Hull,1,0,4.3,13,Chester,0,40,Defender,-1,James,151986,103,90000,1,13339,5.0,5.0,41,4.3,2.8,1,Chester,46,0,0,0.0,7,"[['Minutes played', 0, 0]]",1,158,0,1,6657,0,0,43252,2,88,0,0,3,a,6.5
0,0.4,7,0,Hull,0,1,1.7,5,McShane,1,21,Defender,0,Paul,20387,225,10998,0,3192,2.0,2.0,44,1.7,1.2,0,McShane,40,0,0,1.7,7,"[['Minutes played', 90, 2], ['Goals conceded', 2, -1]]",3,159,0,0,4370,0,0,17506,2,88,0,0,1,a,1.7
0,0.0,7,0,Hull,0,0,0.0,0,Dudgeon,0,0,Defender,0,Joe,78,0,221,0,51,0.0,0.0,0,0.0,0.0,0,Dudgeon,40,0,0,0.0,7,"[['Minutes played', 0, 0]]",0,160,0,0,22,0,0,80976,2,88,0,0,0,n,0.0
0,0.1,7,0,Hull,0,0,0.3,1,Bruce,0,10,Defender,0,Alex,9850,45,141191,0,36488,15.6,15.6,7,0.3,0.2,0,Bruce,40,0,0,0.3,7,"[['Minutes played', 0, 0]]",0,161,0,0,1694,0,0,19687,2,88,0,0,0,a,1.0
0,0.0,7,0,Hull,0,0,0.0,0,Figueroa,0,0,Defender,1,Maynor,520,0,11153,-1,1971,0.8,0.8,0,0.0,0.0,0,Figueroa,44,0,0,0.0,7,"[['Minutes played', 0, 0]]",0,162,0,0,98,0,0,34285,2,88,0,0,0,a,0.0
0,0.4,7,0,Hull,0,-1,2.0,6,Davies,-1,24,Defender,0,Curtis,7341,225,22946,0,7835,4.0,4.0,34,2.0,1.2,0,Davies,50,0,0,2.0,7,"[['Yellow cards', 1, -1], ['Minutes played', 45, 1], ['Goals conceded', 2, -1]]",3,163,0,1,458,2,0,19115,2,88,0,0,0,a,2.0
2,0.8,7,0,Hull,0,4,3.7,11,Quinn,4,32,Midfielder,0,Stephen,25405,216,5400,0,2503,0.9,0.9,54,3.7,2.4,0,Quinn,45,0,0,3.7,7,"[['Yellow cards', 1, -1], ['Assists', 1, 3], ['Minutes played', 90, 2]]",2,164,0,1,12516,1,0,20462,3,88,0,0,0,a,3.7
0,0.1,7,0,Hull,0,1,0.3,1,Brady,1,9,Midfielder,2,Robbie,1301,34,5560,-2,1000,0.3,0.3,7,0.3,0.2,0,Brady,48,0,1,0.3,7,"[['Minutes played', 34, 1]]",0,165,-1,0,346,0,0,90517,3,88,0,0,0,a,1.0
0,0.1,7,0,Hull,0,0,0.7,2,Meyler,0,2,Midfielder,1,David,154,24,745,-1,168,0.1,0.1,4,0.7,0.4,0,Meyler,49,0,1,0.7,7,"[['Minutes played', 0, 0]]",1,166,-1,0,26,0,0,53371,3,88,0,0,0,a,1.0
0,0.4,7,0,Hull,0,1,2.0,6,Elmohamady,1,26,Midfielder,0,Ahmed,3815,270,12785,0,4037,1.2,1.2,40,2.0,1.2,0,Elmohamady,50,0,0,2.0,7,"[['Yellow cards', 1, -1], ['Minutes played', 90, 2]]",3,167,0,1,292,1,0,37339,3,88,0,0,0,a,2.0
0,0.1,3,0,Burnley,0,0,0.3,1,Boyd,0,1,Midfielder,1,George,8089,10,16636,-1,4197,1.6,1.6,3,0.3,0.2,0,Boyd,44,0,1,0.3,3,"[['Minutes played', 0, 0]]",1,168,-1,0,7473,0,0,28244,3,90,0,0,0,a,1.0
1,0.7,7,0,Hull,0,2,3.7,11,Huddlestone,2,50,Midfielder,0,Tom,11776,250,15178,0,5404,2.8,2.8,49,3.7,2.0,0,Huddlestone,55,0,0,3.7,7,"[['Minutes played', 70, 2]]",3,169,0,1,1401,0,0,15109,3,88,0,0,1,a,3.7
0,0.4,7,0,Hull,0,2,2.3,7,Livermore,2,30,Midfielder,0,Jake,1737,270,9600,0,2829,1.0,1.0,41,2.3,1.3,0,Livermore,55,0,0,2.3,7,"[['Minutes played', 90, 2]]",3,170,0,1,103,0,0,49944,3,88,0,0,0,a,2.3
0,0.1,7,0,Hull,0,1,0.3,1,Aluko,1,4,Midfielder,2,Sone,245,20,1808,-2,324,0.1,0.1,1,0.3,0.2,0,Aluko,48,0,1,0.3,7,"[['Minutes played', 20, 1]]",0,171,-1,0,59,0,0,27503,3,88,0,0,0,a,1.0
0,0.3,7,0,Hull,0,1,1.7,5,Ince,1,41,Midfielder,0,Thomas,13142,192,18825,0,6482,1.7,1.7,10,1.7,0.9,0,Ince,55,0,0,1.7,7,"[['Minutes played', 56, 1]]",2,172,0,1,201,0,0,86176,3,88,0,0,0,a,1.7
0,0.1,7,0,Hull,0,0,0.3,1,Snodgrass,0,7,Midfielder,2,Robert,160,39,50972,-2,3408,0.6,0.6,4,0.0,0.2,0,Snodgrass,58,0,0,0.0,7,"[['Minutes played', 0, 0]]",0,173,0,0,8,0,0,18987,3,88,0,0,0,i,1.0
0,0.8,7,2,Hull,0,6,5.0,15,Jelavic,6,51,Forward,0,Nikica,37116,260,18022,0,5599,2.7,2.7,51,5.0,2.5,0,Jelavic,60,0,0,5.0,7,"[['Yellow cards', 1, -1], ['Bonus', 1, 1], ['Minutes played', 90, 2], ['Goals scored', 1, 4]]",2,174,0,2,11761,2,0,62419,4,88,0,0,3,a,5.0
0,0.0,7,0,Hull,0,0,0.0,0,Proschwitz,0,0,Forward,0,Nick,17,0,174,0,30,0.0,0.0,0,0.0,0.0,0,Proschwitz,45,0,0,0.0,7,"[['Minutes played', 0, 0]]",0,175,0,0,4,0,0,78778,4,88,0,0,0,u,0.0
0,0.2,14,0,Southampton,0,2,1.3,4,Long,2,17,Forward,1,Shane,11466,127,59095,-1,13676,3.3,3.3,8,1.3,0.7,0,Long,59,0,0,1.3,14,"[['Minutes played', 65, 2]]",2,176,0,0,740,0,0,20452,4,20,0,0,0,a,1.3
0,0.0,7,0,Hull,0,0,0.0,0,Sagbo,0,0,Forward,0,Yannick,455,0,199,0,76,0.0,0.0,0,0.0,0.0,0,Sagbo,50,0,0,0.0,7,"[['Minutes played', 0, 0]]",0,177,0,0,107,0,0,51627,4,88,0,0,0,a,0.0
